Year,Geo_Lvl,Geo_Cd,Geo_Desc,Plan_Type,Tot_Opioid_Clms,Tot_Clms,Opioid_Prscrbng_Rate,Opioid_Prscrbng_Rate_5Y_Chg,Opioid_Prscrbng_Rate_1Y_Chg,LA_Tot_Opioid_Clms,LA_Opioid_Prscrbng_Rate,LA_Opioid_Prscrbng_Rate_5Y_Chg,LA_Opioid_Prscrbng_Rate_1Y_Chg
2018,State,28,Mississippi,All,245928,5428636,4.53,-2.98,-1.03,11452,4.66,1.31,-0.03
2018,State,28,Mississippi,FFS,36062,991848,3.64,-0.65,-0.94,2565,7.11,3.83,-0.2
2018,State,28,Mississippi,MC,209866,4436788,4.73,-5.92,-1.03,8887,4.23,0.85,-0.04
2018,State,29,Missouri,All,447039,11248390,3.97,-2.9,-0.91,40950,9.16,0.74,-0.42
2018,State,29,Missouri,FFS,447039,11248390,3.97,-2.9,-0.91,40950,9.16,0.74,-0.42
2018,State,29,Missouri,MC,0,0,,,,0,,,
2018,State,30,Montana,All,277969,2932281,9.48,1.05,2.78,141021,50.73,38.52,38.68
2018,State,30,Montana,FFS,277969,2932281,9.48,1.05,2.78,141021,50.73,38.52,38.68
2018,State,30,Montana,MC,0,0,,,,0,,,
2018,State,31,Nebraska,All,105388,2686202,3.92,-2.5,-0.48,12923,12.26,2.95,0.03
2018,State,31,Nebraska,FFS,513,12676,4.05,-2.5,-0.49,63,12.28,2.61,-0.79
2018,State,31,Nebraska,MC,104875,2673526,3.92,-0.62,-0.48,12860,12.26,10.09,0.05
2018,State,32,Nevada,All,347481,6363794,5.46,-3.91,-1.91,31971,9.2,-1.6,0.57
2018,State,32,Nevada,FFS,133896,2042949,6.55,-2.58,-1.67,16048,11.99,-1.48,0.77
2018,State,32,Nevada,MC,213585,4320845,4.94,-4.94,-1.99,15923,7.46,2.12,0.42
2018,State,33,New Hampshire,All,37488,1412816,2.65,-4,-0.58,5392,14.38,0.95,-0.14
2018,State,33,New Hampshire,FFS,4175,131351,3.18,-3.49,-0.58,369,8.84,-4.36,1.68
2018,State,33,New Hampshire,MC,33313,1281465,2.6,-3.77,-0.56,5023,15.08,-1.85,-0.53
2018,State,34,New Jersey,All,561878,19027162,2.95,-1.79,-0.67,49072,8.73,-0.93,-0.61
2018,State,34,New Jersey,FFS,12218,411578,2.97,-2.39,-0.42,2408,19.71,-0.07,-1.66
2018,State,34,New Jersey,MC,549660,18615584,2.95,-1.69,-0.68,46664,8.49,0.72,-0.59
2018,State,35,New Mexico,All,269377,5761533,4.68,-3.01,-0.86,10473,3.89,-3.48,-0.45
2018,State,35,New Mexico,FFS,16789,313906,5.35,-2.91,-1.55,705,4.2,-0.34,0.27
2018,State,35,New Mexico,MC,252588,5447627,4.64,-3.01,-0.83,9768,3.87,-3.7,-0.5
2018,State,36,New York,All,1323665,66172049,2,-1.6,-0.47,111174,8.4,-0.31,-0.68
2018,State,36,New York,FFS,70248,7040406,1,-1.35,-0.26,10073,14.34,-0.38,-0.31
2018,State,36,New York,MC,1253417,59131643,2.12,-1.67,-0.47,101101,8.07,-0.08,-0.76
2018,State,37,North Carolina,All,613637,15331801,4,-3.85,-1.55,67503,11,1.91,1.18
2018,State,37,North Carolina,FFS,613637,15331801,4,-3.85,-1.55,67503,11,1.91,1.18
2018,State,37,North Carolina,MC,0,0,,,,0,,,
2018,State,38,North Dakota,All,37137,969667,3.83,-2.95,-0.99,1610,4.34,-4.36,-1.96
2018,State,38,North Dakota,FFS,18276,561379,3.26,-3.52,-0.73,804,4.4,-4.3,-1.19
2018,State,38,North Dakota,MC,18861,408288,4.62,,-1.4,806,4.27,,-2.72
2018,State,39,Ohio,All,1290481,43004252,3,-4.6,-1.19,69310,5.37,-0.87,0.02
2018,State,39,Ohio,FFS,82827,3349658,2.47,-3.37,-1.04,7751,9.36,-0.68,0.7
2018,State,39,Ohio,MC,1207654,39654594,3.05,-5.18,-1.21,61559,5.1,-0.19,0.01
2018,State,40,Oklahoma,All,301559,5594115,5.39,-3.45,-1.03,26848,8.9,2.6,-0.48
2018,State,40,Oklahoma,FFS,301559,5594115,5.39,-3.45,-1.03,26848,8.9,2.6,-0.48
2018,State,40,Oklahoma,MC,0,0,,,,0,,,
2018,State,41,Oregon,All,442778,9128662,4.85,-4.94,-1.38,27772,6.27,-3.79,-1.15
2018,State,41,Oregon,FFS,29346,2121782,1.38,-1.57,-0.71,6919,23.58,10.52,6.43
2018,State,41,Oregon,MC,413432,7006880,5.9,-6.23,-1.47,20853,5.04,-4.77,-1.62
2018,State,42,Pennsylvania,All,925613,33682616,2.75,-3.94,-1.49,84711,9.15,0.13,0.16
2018,State,42,Pennsylvania,FFS,16164,1161672,1.39,-3.77,-0.55,2667,16.5,2.22,-1.3
2018,State,42,Pennsylvania,MC,909449,32520944,2.8,-4.05,-1.53,82044,9.02,0.42,0.18
2018,State,44,Rhode Island,All,88704,3515400,2.52,-2.77,-0.83,6784,7.65,-0.06,0.74
2018,State,44,Rhode Island,FFS,1909,129744,1.47,-2.08,-0.74,276,14.46,1.37,3.17
2018,State,44,Rhode Island,MC,86795,3385656,2.56,-3.13,-0.84,6508,7.5,0.58,0.71
2018,State,45,South Carolina,All,233689,6593027,3.54,-3.33,-1.28,17101,7.32,1.29,0.9
2018,State,45,South Carolina,FFS,29639,1150755,2.58,-3.63,-0.49,2537,8.56,1.4,0.13
2018,State,45,South Carolina,MC,204050,5442272,3.75,-3.6,-1.44,14564,7.14,1.8,0.97
2018,State,46,South Dakota,All,32785,883741,3.71,-3.61,-1.07,3272,9.98,1.76,0.23
2018,State,46,South Dakota,FFS,32785,883741,3.71,-3.61,-1.07,3272,9.98,1.76,0.23
2018,State,46,South Dakota,MC,0,0,,,,0,,,
2018,State,47,Tennessee,All,457429,13593230,3.37,-5.81,-2.33,18716,4.09,-4.06,-0.34
2018,State,47,Tennessee,FFS,438972,12325658,3.56,-6.06,-2.57,18328,4.18,-3.97,-0.33
2018,State,47,Tennessee,MC,18457,1267572,1.46,1.46,-0.06,388,2.1,,0.55
2018,State,48,Texas,All,890991,31001283,2.87,-2.13,-0.47,43041,4.83,0.73,-0.42
2018,State,48,Texas,FFS,20832,884189,2.36,-0.38,-0.29,790,3.79,-1.36,-1.28
2018,State,48,Texas,MC,870159,30117094,2.89,-2.61,-0.48,42251,4.86,0.87,-0.4
2018,State,49,Utah,All,120134,2492931,4.82,-3.13,-1.09,12461,10.37,1.43,-0.82
2018,State,49,Utah,FFS,26667,1158252,2.3,-3.97,-0.39,2040,7.65,-1.95,-1.17
2018,State,49,Utah,MC,93467,1334679,7,-2.29,-1.49,10421,11.15,2.56,-0.64
2018,State,50,Vermont,All,60520,1496879,4.04,-4.81,-1,9175,15.16,1.15,0
2018,State,50,Vermont,FFS,60520,1496303,4.04,-4.81,-1,9175,15.16,1.15,0
2018,State,50,Vermont,MC,0,576,0,,,0,,,
2018,State,51,Virginia,All,728090,11104727,6.56,-0.39,2.38,464252,63.76,56.67,47.25
2018,State,51,Virginia,FFS,124827,1160592,10.76,5.93,7,107289,85.95,75.64,50.32
2018,State,51,Virginia,MC,603263,9944135,6.07,-1.51,1.81,356963,59.17,52.68,45.81
2018,State,53,Washington,All,715535,14259424,5.02,-3.8,-1.17,56600,7.91,-3.24,-0.33
2018,State,53,Washington,FFS,74347,889920,8.35,0.49,-1.43,3012,4.05,-8.38,-0.48
2018,State,53,Washington,MC,641188,13369504,4.8,-4.51,-1.15,53588,8.36,-2.23,-0.28
2018,State,54,West Virginia,All,258932,9481639,2.73,-4.19,-0.88,10468,4.04,-1.5,-0.83
2018,State,54,West Virginia,FFS,,9115991,,,,,,,
2018,State,54,West Virginia,MC,,365648,,,,,,,
2018,State,55,Wisconsin,All,589412,10886934,5.41,-3.44,-1.04,117060,19.86,6.47,1.32
2018,State,55,Wisconsin,FFS,585710,10806962,5.42,-3.43,-1.04,116201,19.84,6.47,1.36
2018,State,55,Wisconsin,MC,3702,79972,4.63,-3.75,-0.58,859,23.2,4.73,-4.87
2018,State,56,Wyoming,All,23395,473446,4.94,-2.84,-0.9,2318,9.91,-0.36,0.49
2018,State,56,Wyoming,FFS,23395,473446,4.94,-2.84,-0.9,2318,9.91,-0.36,0.49
2018,State,56,Wyoming,MC,0,0,,,,0,,,
2017,National,,National,All,32240821,704296772,4.58,,-0.8,2412650,7.48,,-0.06
2017,National,,National,FFS,9118820,196106805,4.65,,-0.64,851704,9.34,,0.19
2017,National,,National,MC,23122001,508189967,4.55,,-0.87,1560946,6.75,,-0.11
2017,State,01,Alabama,All,357609,7378767,4.85,,-0.52,15659,4.38,,-0.41
2017,State,01,Alabama,FFS,357609,7378767,4.85,,-0.52,15659,4.38,,-0.41
2017,State,01,Alabama,MC,0,0,,,,0,,,
2017,State,02,Alaska,All,97744,1502123,6.51,,-1.39,12207,12.49,,0.9
2017,State,02,Alaska,FFS,97744,1502123,6.51,,-1.39,12207,12.49,,0.9
2017,State,02,Alaska,MC,0,0,,,,0,,,
2017,State,04,Arizona,All,969155,16065222,6.03,,-1.26,90774,9.37,,-1.46
2017,State,04,Arizona,FFS,17317,146541,11.82,,-2.27,1020,5.89,,-1.99
2017,State,04,Arizona,MC,951838,15918681,5.98,,-1.26,89754,9.43,,-1.44
2017,State,05,Arkansas,All,320666,5054517,6.34,,-0.54,18529,5.78,,0.38
2017,State,05,Arkansas,FFS,,,,,,,,,
2017,State,05,Arkansas,MC,,,,,,,,,
2017,State,06,California,All,3963934,88738638,4.47,,-0.68,257240,6.49,,0.12
2017,State,06,California,FFS,978423,23545214,4.16,,-0.56,87201,8.91,,1.46
2017,State,06,California,MC,2985511,65193424,4.58,,-0.73,170039,5.7,,-0.29
2017,State,08,Colorado,All,674324,8282379,8.14,,-0.95,62300,9.24,,0.38
2017,State,08,Colorado,FFS,631731,7739215,8.16,,-0.88,58785,9.31,,0.37
2017,State,08,Colorado,MC,42593,543164,7.84,,-1.95,3515,8.25,,0.41
2017,State,09,Connecticut,All,395289,9181256,4.31,,-0.86,31973,8.09,,-1.37
2017,State,09,Connecticut,FFS,395289,9181256,4.31,,-0.86,31973,8.09,,-1.37
2017,State,09,Connecticut,MC,0,0,,,,0,,,
2017,State,10,Delaware,All,109681,2445384,4.49,,-0.88,18376,16.75,,0.62
2017,State,10,Delaware,FFS,2136,82302,2.6,,-1.28,83,3.89,,-2.91
2017,State,10,Delaware,MC,107545,2363082,4.55,,-0.88,18293,17.01,,0.64
2017,State,11,District of Columbia,All,84548,2211279,3.82,,-0.55,3931,4.65,,-0.31
2017,State,11,District of Columbia,FFS,34348,911771,3.77,,-0.67,2674,7.79,,-0.68
2017,State,11,District of Columbia,MC,50200,1299508,3.86,,-0.46,1257,2.5,,0
2017,State,12,Florida,All,1212728,29629378,4.09,,-0.42,84246,6.95,,0.18
2017,State,12,Florida,FFS,45267,2486404,1.82,,-0.36,2948,6.51,,0.45
2017,State,12,Florida,MC,1167461,27142974,4.3,,-0.45,81298,6.96,,0.16
2017,State,13,Georgia,All,845916,16366596,5.17,,-0.64,49793,5.89,,0.68
2017,State,13,Georgia,FFS,447647,7442474,6.01,,-0.58,41477,9.27,,1.39
2017,State,13,Georgia,MC,398269,8924122,4.46,,-0.64,8316,2.09,,0.08
2017,State,15,Hawaii,All,147616,2687582,5.49,,-0.67,15421,10.45,,0.6
2017,State,15,Hawaii,FFS,1617,8746,18.49,,0.13,,,,
2017,State,15,Hawaii,MC,145999,2678836,5.45,,-0.66,,,,
2017,State,16,Idaho,All,122707,2324326,5.28,,-0.84,11205,9.13,,-0.32
2017,State,16,Idaho,FFS,122707,2324326,5.28,,-0.84,11205,9.13,,-0.32
2017,State,16,Idaho,MC,0,0,,,,0,,,
2017,State,17,Illinois,All,1320132,28014197,4.71,,-0.87,46812,3.55,,-0.23
2017,State,17,Illinois,FFS,355577,7478086,4.75,,-0.9,10834,3.05,,-0.57
2017,State,17,Illinois,MC,964555,20536111,4.7,,-0.86,35978,3.73,,-0.11
2017,State,18,Indiana,All,822559,15564802,5.28,,-1.12,47422,5.77,,-0.57
2017,State,18,Indiana,FFS,44429,1801795,2.47,,-0.19,4975,11.2,,5.39
2017,State,18,Indiana,MC,778130,13763007,5.65,,-2.14,42447,5.46,,-0.95
2017,State,19,Iowa,All,261400,5731622,4.56,,-0.09,25272,9.67,,2.15
2017,State,19,Iowa,FFS,12654,241446,5.24,,-0.16,780,6.16,,-1.5
2017,State,19,Iowa,MC,248746,5490176,4.53,,0.25,24492,9.85,,2.42
2017,State,20,Kansas,All,252878,4339803,5.83,,-0.22,25968,10.27,,-0.2
2017,State,20,Kansas,FFS,398,16787,2.37,,-0.19,75,18.84,,8.23
2017,State,20,Kansas,MC,252480,4323016,5.84,,-0.23,25893,10.26,,-0.21
2017,State,21,Kentucky,All,889738,21810322,4.08,,-0.3,28282,3.18,,0.13
2017,State,21,Kentucky,FFS,20194,829973,2.43,,-0.18,1424,7.05,,-2.21
2017,State,21,Kentucky,MC,869544,20980349,4.14,,-0.32,26858,3.09,,0.22
2017,State,22,Louisiana,All,915815,18265691,5.01,,-0.72,22014,2.4,,-0.7
2017,State,22,Louisiana,FFS,13507,882946,1.53,,-0.32,1616,11.96,,1.34
2017,State,22,Louisiana,MC,902308,17382745,5.19,,-0.85,20398,2.26,,-0.65
2017,State,23,Maine,All,92111,2280467,4.04,,-1.08,14275,15.5,,-0.11
2017,State,23,Maine,FFS,92111,2280467,4.04,,-1.08,14275,15.5,,-0.11
2017,State,23,Maine,MC,0,0,,,,0,,,
2017,State,24,Maryland,All,725184,13776405,5.26,,-0.86,84130,11.6,,-0.97
2017,State,24,Maryland,FFS,38269,4493287,0.85,,-0.35,4485,11.72,,-3.06
2017,State,24,Maryland,MC,686915,9283118,7.4,,-1.17,79645,11.59,,-0.82
2017,State,25,Massachusetts,All,497109,15638815,3.18,,-0.86,48471,9.75,,0.24
2017,State,25,Massachusetts,FFS,179008,6502329,2.75,,-0.56,18735,10.47,,-0.5
2017,State,25,Massachusetts,MC,318101,9136486,3.48,,-1.02,29736,9.35,,0.53
2017,State,26,Michigan,All,1782938,29609252,6.02,,-1.25,102377,5.74,,-0.31
2017,State,26,Michigan,FFS,162282,9557201,1.7,,-0.41,11788,7.26,,0.66
2017,State,26,Michigan,MC,1620656,20052051,8.08,,-1.49,90589,5.59,,-0.4
2017,State,27,Minnesota,All,537467,12988026,4.14,,-0.7,47301,8.8,,0.43
2017,State,27,Minnesota,FFS,75407,2195003,3.44,,-0.74,7089,9.4,,0.4
2017,State,27,Minnesota,MC,462060,10793023,4.28,,-0.73,40212,8.7,,0.46
2017,State,28,Mississippi,All,313862,5641836,5.56,,-0.75,14726,4.69,,0.63
2017,State,28,Mississippi,FFS,43929,959505,4.58,,-0.44,3209,7.31,,0.65
2017,State,28,Mississippi,MC,269933,4682331,5.76,,-0.81,11517,4.27,,0.6
2017,State,29,Missouri,All,563378,11537162,4.88,,-0.67,53980,9.58,,0.51
2017,State,29,Missouri,FFS,563378,11537162,4.88,,-0.67,53980,9.58,,0.51
2017,State,29,Missouri,MC,0,0,,,,0,,,
2017,State,30,Montana,All,168937,2520671,6.7,,-0.93,20356,12.05,,4.05
2017,State,30,Montana,FFS,168937,2520671,6.7,,-0.93,20356,12.05,,4.05
2017,State,30,Montana,MC,0,0,,,,0,,,
2017,State,31,Nebraska,All,114907,2611806,4.4,,-0.89,14056,12.23,,1.7
2017,State,31,Nebraska,FFS,3099,68297,4.54,,-1.13,405,13.07,,2.22
2017,State,31,Nebraska,MC,111808,2543509,4.4,,2.28,13651,12.21,,8.88
2017,State,32,Nevada,All,476399,6467029,7.37,,-0.78,41118,8.63,,-0.33
2017,State,32,Nevada,FFS,181061,2203975,8.22,,-0.29,20322,11.22,,-0.59
2017,State,32,Nevada,MC,295338,4263054,6.93,,-1.01,20796,7.04,,-0.15
2017,State,33,New Hampshire,All,43275,1339460,3.23,,-1.27,6282,14.52,,0.39
2017,State,33,New Hampshire,FFS,5612,149185,3.76,,-2,402,7.16,,-2.88
2017,State,33,New Hampshire,MC,37663,1190275,3.16,,-1.18,5880,15.61,,0.8
2017,State,34,New Jersey,All,698444,19267866,3.62,,-0.87,65218,9.34,,0.34
2017,State,34,New Jersey,FFS,14715,434481,3.39,,-0.57,3144,21.37,,-1.43
2017,State,34,New Jersey,MC,683729,18833385,3.63,,-0.87,62074,9.08,,0.39
2017,State,35,New Mexico,All,333142,6015830,5.54,,-0.89,14457,4.34,,0.74
2017,State,35,New Mexico,FFS,19940,288831,6.9,,-2.86,784,3.93,,0.89
2017,State,35,New Mexico,MC,313202,5726999,5.47,,-0.87,13673,4.37,,0.74
2017,State,36,New York,All,1580430,63873684,2.47,,-0.39,143504,9.08,,-0.38
2017,State,36,New York,FFS,68467,5431047,1.26,,-0.42,10032,14.65,,0.64
2017,State,36,New York,MC,1511963,58442637,2.59,,-0.41,133472,8.83,,-0.32
2017,State,37,North Carolina,All,907168,16355380,5.55,,-0.69,89053,9.82,,-0.01
2017,State,37,North Carolina,FFS,907168,16355380,5.55,,-0.69,89053,9.82,,-0.01
2017,State,37,North Carolina,MC,0,0,,,,0,,,
2017,State,38,North Dakota,All,47049,975187,4.82,,-1.11,2966,6.3,,-1.24
2017,State,38,North Dakota,FFS,22972,575258,3.99,,-0.8,1283,5.59,,-1.46
2017,State,38,North Dakota,MC,24077,399929,6.02,,-1.47,1683,6.99,,-0.98
2017,State,39,Ohio,All,1986412,47366403,4.19,,-1.15,106245,5.35,,0.21
2017,State,39,Ohio,FFS,143039,4075727,3.51,,-0.73,12390,8.66,,-0.02
2017,State,39,Ohio,MC,1843373,43290676,4.26,,-1.21,93855,5.09,,0.27
2017,State,40,Oklahoma,All,370972,5777658,6.42,,-0.76,34785,9.38,,0.24
2017,State,40,Oklahoma,FFS,370972,5777658,6.42,,-0.76,34785,9.38,,0.24
2017,State,40,Oklahoma,MC,0,0,,,,0,,,
2017,State,41,Oregon,All,632950,10152937,6.23,,-1.2,46966,7.42,,-0.49
2017,State,41,Oregon,FFS,45887,2192477,2.09,,-0.41,7871,17.15,,4.92
2017,State,41,Oregon,MC,587063,7960460,7.37,,-1.58,39095,6.66,,-0.87
2017,State,42,Pennsylvania,All,1550108,36543528,4.24,,-1.22,139329,8.99,,0.41
2017,State,42,Pennsylvania,FFS,25502,1312975,1.94,,-0.3,4539,17.8,,2.34
2017,State,42,Pennsylvania,MC,1524606,35230553,4.33,,-1.27,134790,8.84,,0.38
2017,State,44,Rhode Island,All,115176,3437437,3.35,,-0.86,7964,6.91,,0.25
2017,State,44,Rhode Island,FFS,3143,141904,2.21,,-0.53,355,11.29,,2
2017,State,44,Rhode Island,MC,112033,3295533,3.4,,-0.9,7609,6.79,,0.23
2017,State,45,South Carolina,All,327850,6801717,4.82,,-1,21059,6.42,,0.09
2017,State,45,South Carolina,FFS,36399,1184164,3.07,,-0.65,3070,8.43,,0.09
2017,State,45,South Carolina,MC,291451,5617553,5.19,,-1.11,17989,6.17,,0.11
2017,State,46,South Dakota,All,44054,921594,4.78,,-0.61,4294,9.75,,0.42
2017,State,46,South Dakota,FFS,44054,921594,4.78,,-0.61,4294,9.75,,0.42
2017,State,46,South Dakota,MC,0,0,,,,0,,,
2017,State,47,Tennessee,All,812655,14254583,5.7,,-1.35,36022,4.43,,-0.51
2017,State,47,Tennessee,FFS,792455,12929439,6.13,,,35708,4.51,,
2017,State,47,Tennessee,MC,20200,1325144,1.52,,,314,1.55,,
2017,State,48,Texas,All,1059775,31763966,3.34,,-0.4,55686,5.25,,0.59
2017,State,48,Texas,FFS,36400,1374030,2.65,,0.86,1846,5.07,,0.59
2017,State,48,Texas,MC,1023375,30389936,3.37,,-0.6,53840,5.26,,0.59
2017,State,49,Utah,All,149966,2535648,5.91,,-1.29,16778,11.19,,0.06
2017,State,49,Utah,FFS,30270,1125931,2.69,,-1.67,2670,8.82,,-0.28
2017,State,49,Utah,MC,119696,1409717,8.49,,-1.02,14108,11.79,,-0.1
2017,State,50,Vermont,All,76120,1509155,5.04,,-1.29,11539,15.16,,1.07
2017,State,50,Vermont,FFS,76120,1509155,5.04,,-1.29,11539,15.16,,1.07
2017,State,50,Vermont,MC,0,0,,,,0,,,
2017,State,51,Virginia,All,432624,10352233,4.18,,-1.41,71426,16.51,,2.64
2017,State,51,Virginia,FFS,61125,1626623,3.76,,-2.06,21778,35.63,,-12.31
2017,State,51,Virginia,MC,371499,8725610,4.26,,-1.29,49648,13.36,,6.5
2017,State,53,Washington,All,944544,15267166,6.19,,-1.07,77809,8.24,,-0.66
2017,State,53,Washington,FFS,92478,945745,9.78,,0.06,4189,4.53,,-1.34
2017,State,53,Washington,MC,852066,14321421,5.95,,-1.06,73620,8.64,,-0.69
2017,State,54,West Virginia,All,341010,9436383,3.61,,-0.95,16617,4.87,,0.07
2017,State,54,West Virginia,FFS,169213,4779931,3.54,,-0.81,8606,5.09,,-1.93
2017,State,54,West Virginia,MC,171797,4656452,3.69,,-0.98,8011,4.66,,0.98
2017,State,55,Wisconsin,All,721150,11183252,6.45,,-1.21,133685,18.54,,2.44
2017,State,55,Wisconsin,FFS,716932,11102333,6.46,,-1.21,132501,18.48,,2.43
2017,State,55,Wisconsin,MC,4218,80919,5.21,,-0.8,1184,28.07,,1.84
2017,State,56,Wyoming,All,29216,500352,5.84,,-0.57,2752,9.42,,0.2
2017,State,56,Wyoming,FFS,29216,500352,5.84,,-0.57,2752,9.42,,0.2
2017,State,56,Wyoming,MC,0,0,,,,0,,,
2016,National,,National,All,36902273,685821751,5.38,,-0.53,2783521,7.54,,-0.06
2016,National,,National,FFS,10991785,207684096,5.29,,-0.55,1005887,9.15,,0.46
2016,National,,National,MC,25910488,478137655,5.42,,-0.53,1777634,6.86,,-0.18
2016,State,01,Alabama,All,407587,7587123,5.37,,-0.26,19535,4.79,,0.01
2016,State,01,Alabama,FFS,407587,7587123,5.37,,-0.26,19535,4.79,,0.01
2016,State,01,Alabama,MC,0,0,,,,0,,,
2016,State,02,Alaska,All,96490,1222153,7.9,,0.29,11181,11.59,,-0.73
2016,State,02,Alaska,FFS,96490,1222153,7.9,,0.29,11181,11.59,,-0.73
2016,State,02,Alaska,MC,0,0,,,,0,,,
2016,State,04,Arizona,All,1283751,17621826,7.29,,-0.5,139024,10.83,,0.44
2016,State,04,Arizona,FFS,17062,121058,14.09,,-1.27,1345,7.88,,-0.85
2016,State,04,Arizona,MC,1266689,17500768,7.24,,-0.48,137679,10.87,,0.45
2016,State,05,Arkansas,All,333081,4840413,6.88,,-0.13,17987,5.4,,0.61
2016,State,05,Arkansas,FFS,333081,4840413,6.88,,-0.13,17987,5.4,,0.61
2016,State,05,Arkansas,MC,0,0,,,,0,,,
2016,State,06,California,All,4422964,85934130,5.15,,-0.44,281593,6.37,,-0.14
2016,State,06,California,FFS,1138419,24117523,4.72,,-0.51,84862,7.45,,-0.38
2016,State,06,California,MC,3284545,61816607,5.31,,-0.44,196731,5.99,,0.01
2016,State,08,Colorado,All,808077,8890600,9.09,,-1.12,71628,8.86,,0.14
2016,State,08,Colorado,FFS,749633,8293871,9.04,,-1.17,67044,8.94,,0.22
2016,State,08,Colorado,MC,58444,596729,9.79,,,4584,7.84,,
2016,State,09,Connecticut,All,488372,9451826,5.17,,-0.92,46197,9.46,,-0.4
2016,State,09,Connecticut,FFS,488372,9451826,5.17,,-0.92,46197,9.46,,-0.4
2016,State,09,Connecticut,MC,0,0,,,,0,,,
2016,State,10,Delaware,All,153469,2855698,5.37,,-0.93,24754,16.13,,0.36
2016,State,10,Delaware,FFS,3913,100808,3.88,,-1.23,266,6.8,,-4.21
2016,State,10,Delaware,MC,149556,2754890,5.43,,-0.93,24488,16.37,,0.39
2016,State,11,District of Columbia,All,100823,2306334,4.37,,-0.45,4996,4.96,,-0.95
2016,State,11,District of Columbia,FFS,41513,934941,4.44,,-0.87,3515,8.47,,-1.65
2016,State,11,District of Columbia,MC,59310,1371393,4.32,,-0.17,1481,2.5,,-0.01
2016,State,12,Florida,All,1322139,29307650,4.51,,-0.52,89448,6.77,,-2.52
2016,State,12,Florida,FFS,59638,2734325,2.18,,-0.98,3613,6.06,,-1.95
2016,State,12,Florida,MC,1262501,26573325,4.75,,-0.54,85835,6.8,,-2.59
2016,State,13,Georgia,All,921770,15853475,5.81,,-0.46,47997,5.21,,0.14
2016,State,13,Georgia,FFS,501804,7614706,6.59,,-0.51,39537,7.88,,0.11
2016,State,13,Georgia,MC,419966,8238769,5.1,,-0.44,8460,2.01,,-0.06
2016,State,15,Hawaii,All,149762,2432123,6.16,,-0.59,14750,9.85,,-1.16
2016,State,15,Hawaii,FFS,1816,9893,18.36,,-1.32,,,,
2016,State,15,Hawaii,MC,147946,2422230,6.11,,-0.59,,,,
2016,State,16,Idaho,All,137352,2244662,6.12,,-0.73,12975,9.45,,-0.75
2016,State,16,Idaho,FFS,137352,2244662,6.12,,-0.73,12975,9.45,,-0.75
2016,State,16,Idaho,MC,0,0,,,,0,,,
2016,State,17,Illinois,All,1455711,26070277,5.58,,-0.5,55052,3.78,,-0.09
2016,State,17,Illinois,FFS,387380,6851599,5.65,,-0.32,14024,3.62,,-0.07
2016,State,17,Illinois,MC,1068331,19218678,5.56,,-0.6,41028,3.84,,-0.16
2016,State,18,Indiana,All,1047787,16368081,6.4,,-0.68,66423,6.34,,-0.67
2016,State,18,Indiana,FFS,117732,4422848,2.66,,-2.37,6843,5.81,,-2.12
2016,State,18,Indiana,MC,930055,11945233,7.79,,-1.42,59580,6.41,,-0.08
2016,State,19,Iowa,All,292032,6283383,4.65,,-1.22,21956,7.52,,0.65
2016,State,19,Iowa,FFS,112098,2076671,5.4,,-0.52,8583,7.66,,0.79
2016,State,19,Iowa,MC,179934,4206712,4.28,,4.26,13373,7.43,,7.43
2016,State,20,Kansas,All,198812,3284776,6.05,,-0.29,20818,10.47,,0.09
2016,State,20,Kansas,FFS,462,18013,2.56,,-0.31,49,10.61,,0.87
2016,State,20,Kansas,MC,198350,3266763,6.07,,-0.29,20769,10.47,,0.08
2016,State,21,Kentucky,All,724665,16554851,4.38,,0.31,22094,3.05,,-0.15
2016,State,21,Kentucky,FFS,20093,770150,2.61,,-0.01,1860,9.26,,-2.17
2016,State,21,Kentucky,MC,704572,15784701,4.46,,0.28,20234,2.87,,0.08
2016,State,22,Louisiana,All,750510,13100935,5.73,,0.32,23246,3.1,,-0.43
2016,State,22,Louisiana,FFS,17953,973059,1.85,,-1.65,1906,10.62,,5.57
2016,State,22,Louisiana,MC,732557,12127876,6.04,,0.02,21340,2.91,,-0.34
2016,State,23,Maine,All,121654,2374544,5.12,,-0.69,18995,15.61,,1
2016,State,23,Maine,FFS,121654,2374544,5.12,,-0.69,18995,15.61,,1
2016,State,23,Maine,MC,0,0,,,,0,,,
2016,State,24,Maryland,All,838175,13698112,6.12,,-0.48,105342,12.57,,0.92
2016,State,24,Maryland,FFS,54545,4549336,1.2,,-0.59,8063,14.78,,1.2
2016,State,24,Maryland,MC,783630,9148776,8.57,,-0.42,97279,12.41,,0.95
2016,State,25,Massachusetts,All,640783,15869343,4.04,,-0.87,60964,9.51,,0.78
2016,State,25,Massachusetts,FFS,206065,6217861,3.31,,-0.86,22613,10.97,,0.74
2016,State,25,Massachusetts,MC,434718,9651482,4.5,,-0.96,38351,8.82,,0.92
2016,State,26,Michigan,All,2131199,29311749,7.27,,-0.76,128903,6.05,,-0.21
2016,State,26,Michigan,FFS,190332,9031368,2.11,,-0.39,12554,6.6,,-0.82
2016,State,26,Michigan,MC,1940867,20280381,9.57,,-1.29,116349,5.99,,-0.13
2016,State,27,Minnesota,All,591038,12211579,4.84,,-0.9,49487,8.37,,0.23
